userID,bookID,prediction
u95048695,b80407575
u96984714,b33892919
u72186482,b84493391
u79340792,b19996077
u29047607,b27880130
u19065842,b75947496
u98086975,b31384881
u98338095,b98401938
u83621814,b76571862
u63155708,b99105288
u07683026,b44455793
u61043349,b44476257
u31815150,b61302711
u28147689,b69798435
u20751348,b13841743
u20429893,b99231544
u35535324,b87855346
u56128684,b34032936
u94626179,b97804742
u89943741,b09873119
u39280060,b02250808
u39707361,b49621758
u72186482,b79276141
u15384480,b67816923
u34051358,b54010372
u97352055,b15671593
u54699824,b19884174
u48924712,b55706926
u18855346,b33089628
u51863294,b35174659
u89753990,b97128202
u85339443,b33894012
u78796303,b05321372
u10643737,b11479722
u61518036,b77063954
u21512292,b38949777
u61218678,b54142059
u80580941,b71949336
u46318061,b09309397
u92821793,b67810748
u96492745,b47301137
u50877588,b83724457
u97651787,b55962427
u48619612,b39912337
u16286015,b23350224
u74927740,b56379602
u87567219,b41077741
u15426478,b26399001
u07876701,b21964631
u14972657,b80022444
u03846912,b20500520
u74518773,b07666251
u63909812,b56736100
u83615558,b49620314
u06125378,b06547200
u26973361,b35786131
u05690088,b68051855
u45486060,b54145760
u89866960,b44666390
u71138047,b69429737
u47877739,b08736035
u46658769,b94586373
u62067724,b54625646
u06771467,b91310197
u57343439,b62445625
u89045031,b35868121
u31936511,b54269799
u42757433,b17885469
u15107961,b10994758
u21532949,b84514177
u32413144,b11169159
u75322419,b54053667
u54110301,b47063200
u68538807,b39725802
u30945162,b37133698
u62414918,b71016446
u76041907,b50378244
u44354421,b73165190
u63531514,b65572743
u31339427,b32036465
u69881806,b60393630
u36669237,b05900663
u46663432,b22134758
u67453017,b32576028
u78575493,b18248037
u80141190,b49444668
u88907612,b46334875
u25790031,b11195772
u75985865,b00859775
u15278878,b85443178
u50303327,b72161516
u22919029,b37701077
u80070883,b81741213
u31794867,b33058749
u79838841,b04520299
u55691163,b80816973
u21812931,b22978099
u58157477,b05288241
u29168927,b95145014
u70703007,b09842567
u60915542,b12323116
u48597219,b95580576
u68939306,b27008357
u87058901,b12215613
u44123845,b66321041
u55108308,b32644339
u44363477,b11606128
u11069268,b91588218
u92657951,b10891645
u90733121,b50523281
u09908682,b60988019
u88942146,b80390260
u38897011,b24800702
u92308588,b06347850
u17747729,b68688031
u70173543,b07559266
u90143669,b71706518
u16618167,b62656060
u39722421,b97095234
u80106799,b69919248
u71610196,b82327601
u11648249,b75578808
u42698782,b47301137
u17491276,b96493182
u42909359,b21820434
u85903040,b37635828
u78993739,b43160324
u33119171,b05722405
u11126839,b51430246
u71357754,b92856381
u38573576,b96129611
u86035733,b76388300
u67788921,b21469637
u28312919,b66329853
u71138047,b14854557
u26606051,b66635180
u88133662,b17338959
u41007534,b04889165
u30295121,b63606241
u60958086,b70255757
u49055956,b59477148
u97966742,b06589397
u61636130,b47366211
u42249505,b82139683
u45487025,b11776680
u43689114,b67376351
u05416844,b34602192
u77815028,b51248924
u60563725,b27195245
u87002922,b06382655
u09848177,b59839746
u26515910,b62274274
u92792009,b51930653
u27891449,b67816923
u50798559,b62342426
u06587067,b49634533
u43386370,b77538318
u39870088,b87861347
u45364671,b73144027
u85375953,b71466677
u80870914,b34519901
u89330886,b19760810
u20951803,b34471432
u13337743,b56712259
u20332527,b50425260
u98928920,b56787567
u16488837,b29747745
u37144961,b16321096
u34825914,b31003334
u11768666,b21603671
u24344463,b77096233
u15418468,b59900245
u78097484,b22347248
u01782714,b59836522
u39339288,b59380952
u50326372,b33968198
u34691883,b44887758
u05342829,b73610907
u03116986,b21847001
u35330543,b52859609
u01330697,b12662265
u77779089,b15048149
u88057350,b26793811
u07899967,b70027448
u36754933,b05184403
u72570733,b43809278
u87694728,b31008431
u55822980,b49864589
u18148047,b72734024
u14760151,b48929506
u43929692,b31231590
u40100060,b65888554
u71537184,b67655566
u93811874,b35860389
u10811505,b54895158
u92605119,b42574427
u79652611,b70679569
u47541822,b02275255
u87540059,b30815751
u65672864,b58548280
u32726020,b58549702
u45244372,b52022773
u87344781,b76502548
u13174563,b14456610
u94805554,b20740019
u42302774,b63962796
u13178531,b87778693
u63652625,b10955523
u07960055,b59347627
u28168075,b99662916
u64531785,b52380102
u57032317,b72490322
u55862038,b69655340
u06997419,b92164390
u51521854,b07203379
u17984168,b74779633
u35783023,b29104872
u35563858,b25799441
u61131626,b66345658
u57333293,b95445571
u00789228,b97139303
u20633976,b10088557
u30204084,b39646709
u77046233,b49695798
u58038738,b45198519
u04016955,b53290659
u55308576,b89877062
u24976906,b24787200
u23887215,b10086333
u91744518,b35247093
u80127192,b66871833
u23609940,b52470635
u66222203,b52924309
u25581465,b49767989
u49275365,b52616314
u19190658,b78130898
u47321925,b09260276
u10942849,b76141056
u43884596,b12317812
u31968749,b19644551
u57364783,b51752826
u85241003,b73880693
u52899622,b48313785
u92463512,b44738326
u31206849,b27597588
u15126339,b07651615
u50222625,b08360828
u90894656,b46401393
u95089546,b58047899
u00367628,b68688031
u12588204,b66917671
u09038802,b75947496
u52819457,b74818694
u95475548,b31937635
u83298434,b51752826
u05437767,b00559501
u24858738,b71105491
u87694728,b90772029
u30812643,b57850870
u46900249,b29343098
u14170616,b36790553
u17491276,b62774021
u59667560,b30260877
u81774317,b34852965
u33538228,b87224232
u16112322,b33968198
u60956142,b66921765
u00558573,b26593480
u84072386,b50617959
u82523602,b78081684
u38580685,b46148034
u18338316,b87496044
u85010408,b66635180
u23963233,b77059159
u07799621,b21818028
u23276603,b33894012
u33993447,b12227799
u74185195,b55962427
u84170716,b33506410
u51619351,b90022936
u18468981,b10994758
u29595834,b00970631
u15026666,b99427179
u02257138,b09892895
u15960079,b23314824
u75922208,b30770936
u42588869,b65200465
u10416138,b92958232
u31200892,b23728927
u98286615,b54142059
u91227271,b41690988
u75472799,b26322277
u39598663,b53393493
u60429092,b01247964
u91196381,b43035382
u47893517,b24210859
u81250636,b69510183
u30314444,b23399053
u27426344,b21230747
u19231580,b13540261
u91166581,b52785935
u03096604,b90566747
u34305200,b17512492
u03286751,b05180621
u59544223,b04038658
u26003928,b96804158
u49171760,b80981087
u11893483,b32574563
u08283144,b43442803
u25574867,b13856177
u95243813,b09007632
u03987316,b85936197
u99479689,b70130754
u63302244,b48651962
u23894508,b15552433
u70484414,b44857693
u13704114,b79421252
u12241632,b38198191
u49663579,b93126256
u02429729,b60152491
u29198990,b48993895
u55152388,b87376509
u81537026,b06616977
u48951318,b49929137
u98417687,b05722405
u91984961,b10676149
u09177231,b16068282
u34305200,b91766796
u05666271,b61157997
u43225851,b05184403
u11092461,b17593036
u22856339,b57521698
u30498045,b96421650
u82527142,b70387143
u35668820,b76558852
u77457723,b34602192
u82903842,b08312296
u62625825,b30866344
u15102273,b34300821
u45209433,b21230747
u68536980,b56478169
u58677897,b87059689
u57376044,b51371347
u39067177,b78137337
u18218273,b11479722
u91667290,b14456610
u31374640,b04473784
u40537145,b70322971
u52028340,b31821168
u51608060,b06796206
u88641541,b02455633
u36278493,b43077175
u64545429,b72657544
u02452638,b52386581
u41250073,b68641435
u52903747,b08782388
u20077529,b58515306
u49452411,b89112518
u06511494,b26912532
u13389238,b54588763
u96754752,b97898594
u19231580,b05569661
u39537996,b18110072
u42593352,b34670576
u33436384,b58612097
u76619288,b84076842
u54568789,b49127436
u24280763,b50752492
u54662416,b73889554
u67499609,b90047338
u79338103,b78582015
u63829323,b89059128
u42171608,b63777688
u92215217,b87224232
u42178375,b01044726
u40326296,b85026378
u23661914,b33997929
u07964779,b41536700
u57577535,b85087290
u63704047,b92321803
u26703621,b27690118
u59008416,b62450941
u74795735,b39100810
u13801428,b74692664
u03290013,b15684355
u16471833,b90301560
u35262755,b98727775
u63449024,b61112742
u21136233,b24516651
u28666540,b31826369
u70173543,b80017095
u11126839,b06380378
u85541362,b29771205
u75841109,b50162585
u14936397,b83821584
u05342829,b59466086
u16135087,b23785949
u39380856,b33865008
u25375218,b81343560
u14714985,b16299278
u46957773,b00769915
u14280466,b76004258
u64791477,b66017593
u72612935,b50399302
u39163895,b61991527
u43128856,b08677625
u96762027,b39719070
u76007800,b38949777
u78639852,b28267522
u05233283,b52470635
u51661452,b37133698
u83966762,b62045041
u39021784,b29527302
u95304323,b82064410
u63493072,b66842439
u22820641,b58217036
u62068503,b03877749
u55242327,b49635112
u76418706,b21847001
u43060218,b57893441
u42348316,b76504829
u44368775,b84062981
u91227271,b95562229
u88253158,b77812312
u80110999,b71016446
u44515057,b53437553
u20043277,b52266638
u97853422,b37738055
u83889736,b83123295
u22516136,b18685928
u46033741,b31631333
u06990427,b44502943
u84229166,b68051855
u57466409,b45151106
u99574806,b08317258
u38116960,b88977997
u61916931,b37133698
u00230556,b69510183
u27426344,b95989324
u53518699,b66604760
u88905688,b11934316
u71085522,b95519692
u80115588,b95016152
u96098133,b97095234
u15406452,b75299058
u49777903,b84090080
u46657488,b20388008
u41685780,b94194491
u21381423,b73880693
u95836984,b01018248
u73314182,b09881661
u66333468,b85402852
u90319732,b04404993
u75521769,b63377816
u79910708,b17885469
u84926885,b96819283
u02818129,b29373811
u83804242,b97822097
u99998712,b97835600
u42955317,b23314824
u81876988,b96804070
u63509891,b29119760
u68350054,b89739164
u81628784,b60265420
u97569021,b84082240
u33566559,b52324949
u58849641,b01444899
u68051003,b79582149
u31349733,b74306227
u91837750,b07823863
u20976313,b00592063
u66847334,b99674075
u83883641,b22704509
u84103395,b16084810
u70189591,b56314680
u86687704,b18838880
u06125378,b87679322
u04319820,b99534722
u37973144,b75771254
u87994153,b15480437
u07813365,b39735772
u39698714,b24279722
u02034983,b02969125
u24698874,b84887535
u30011811,b81692195
u35516683,b21592741
u30974529,b46645150
u52199754,b75299058
u52028340,b72274859
u46273465,b78559595
u84430024,b32961260
u39977361,b81610266
u73857742,b93749647
u85467917,b55274988
u58901444,b98483501
u86482961,b40759501
u82185571,b44918965
u61059349,b97250533
u39160571,b91761655
u99748512,b54877981
u01866111,b13856177
u89547004,b12323116
u73553735,b64804466
u06534843,b70126202
u82409376,b93584959
u02823239,b37508843
u45338547,b00366117
u39588859,b33687164
u66121975,b91001968
u68861612,b26793811
u31349733,b14854932
u68139754,b17895002
u84514410,b41592093
u13812019,b71840549
u87567219,b96422576
u98328839,b80540016
u23283704,b44553593
u38364344,b66350242
u94826640,b56120778
u79710697,b55341336
u47226093,b41402359
u82197243,b19914003
u95412182,b63853639
u34683444,b32644339
u85748285,b60070012
u53871814,b80017095
u39476334,b97564684
u12232018,b76504829
u70711687,b23740750
u87854652,b53853647
u22105801,b16321096
u75782045,b43244973
u87986281,b59811108
u57453001,b82105959
u71864914,b23836615
u12588204,b00587486
u32252595,b93375118
u54314244,b24970833
u46571732,b57646752
u76066863,b10912374
u21336429,b22908875
u15832788,b60802485
u95747673,b84888884
u82264665,b94930284
u20477669,b37858382
u32187075,b41154256
u45848356,b60152491
u60516311,b84710480
u97720665,b12401690
u92674161,b98883392
u86792464,b31437824
u34761737,b62961864
u74118664,b72291563
u47407318,b39549715
u05750058,b26377667
u78712202,b48190322
u56337501,b76182852
u28786527,b19704648
u71050016,b62766031
u16350431,b81101435
u82370593,b01845217
u38332372,b32776399
u27926486,b39364863
u30043039,b72787879
u26596306,b75947496
u89857836,b15753319
u64495177,b19108953
u31735188,b65810498
u08634025,b61676469
u81810769,b66608448
u67450876,b83594308
u29846930,b79506035
u26277763,b87855346
u53501501,b57513073
u66503847,b02496364
u55717446,b41877511
u55267381,b97797844
u29105273,b54784365
u88391449,b90413961
u76888687,b76807968
u46718758,b07989028
u61147732,b90772029
u75025358,b02341070
u00458331,b49695798
u31309928,b98408826
u24137071,b89015040
u29846930,b88282064
u64835755,b44662149
u12018906,b09160765
u49980020,b65225821
u94712791,b80612508
u42998835,b12479506
u94011973,b57077223
u15278878,b07856132
u83622364,b34863275
u25052426,b79375555
u36042864,b29381570
u42871101,b15657520
u98511303,b13603836
u65707106,b05027434
u11343353,b32694596
u68195975,b47104444
u05519133,b93038859
u37979218,b79864611
u61401045,b07582514
u99689900,b33892919
u12663493,b80380188
u27399464,b64909655
u72304163,b82847124
u80870351,b88795125
u72620023,b95759209
u55018402,b34349297
u09454397,b99987565
u07877344,b59380952
u05127075,b24296511
u72035472,b27014356
u38460281,b82044572
u35572404,b19682118
u25732263,b05878569
u40753658,b76090567
u13930910,b73880693
u79275096,b07874570
u32739208,b75765563
u06978204,b20624644
u47893517,b09046358
u46240650,b72161516
u66624615,b51752826
u64629599,b89147740
u74193324,b13034223
u64022828,b18263630
u45453726,b56711747
u18870018,b81741213
u07340608,b65109652
u95434278,b76966761
u26647302,b74716395
u22800744,b59019417
u46833941,b52752599
u85069168,b78190114
u92815603,b70036123
u42810041,b25901205
u75067848,b68063109
u45834665,b58416096
u45658066,b35209209
u57685305,b45195288
u06830602,b69310324
u81238313,b80390260
u73032918,b76359728
u28782624,b70219620
u00367628,b60908699
u68136361,b20214801
u27067409,b66598664
u87941513,b30400810
u51661452,b97171513
u75792523,b25756257
u10552907,b88525511
u58901444,b99488736
u99330757,b61778533
u92256465,b82147010
u48640854,b70710858
u83183440,b85422910
u22544612,b85698297
u93522439,b68014520
u60449192,b95519692
u74792626,b59477148
u22590791,b14296280
u46571732,b96804158
u82426372,b60418328
u65314882,b23825036
u86861961,b32658816
u70413180,b41715152
u28025455,b65810498
u71662327,b11397710
u86820486,b09022405
u42475731,b48969991
u96490640,b91995911
u51661452,b68476558
u28862007,b22535775
u71586174,b90805039
u02818129,b38073902
u03547044,b43244973
u77257182,b87224232
u08432761,b08715546
u54978840,b11195772
u80115588,b15974203
u48258011,b80205398
u46663432,b96654614
u67171678,b39308747
u23822717,b79348833
u10879237,b45882851
u56054264,b73694653
u94189384,b93645832
u04208852,b90032889
u14878903,b62830361
u15966342,b59839746
u15132073,b05288241
u99434613,b98401938
u97816768,b34915623
u11110961,b54269799
u56138644,b59686810
u87986281,b84710480
u95013134,b04193044
u53226578,b56309513
u54321692,b42541549
u70482549,b28404351
u35599861,b42645957
u46356904,b62445625
u86368147,b93630378
u28481398,b22781055
u35959703,b88074029
u70934922,b60908699
u14092188,b73880693
u96176025,b56314680
u38173005,b13664362
u12687444,b65725842
u16319528,b36503410
u50559746,b68979761
u89944505,b59380952
u14516966,b72788347
u49373676,b69798435
u97853422,b12748619
u28782624,b25191513
u42132489,b46023908
u03865657,b76207735
u48011426,b24275840
u80086431,b69660699
u72571533,b75299058
u50212120,b85936197
u75977533,b19693464
u57847544,b33506410
u77951770,b82757408
u98996345,b97272506
u33356805,b03219386
u97507855,b88795125
u02716952,b01373140
u48652469,b72881922
u64650870,b33716678
u08933445,b07729276
u57364783,b64577913
u40003706,b37470141
u65987849,b79656177
u48086678,b34867161
u57890989,b79069504
u06824166,b98360075
u05739417,b80205398
u15074929,b31774902
u45028425,b54877981
u85731591,b67596539
u25654014,b88157801
u16618167,b55128965
u29381890,b68524016
u47756209,b39792890
u02372196,b35786131
u63122579,b38237090
u12349793,b00310513
u23190172,b13038277
u52873612,b31331358
u28718576,b23777223
u31874374,b62445625
u06653624,b32123547
u49423444,b08345422
u15418468,b02675213
u78954022,b60908699
u54414523,b45653283
u77025063,b82180436
u30805183,b25404563
u72035472,b54625646
u75581773,b02614173
u01001253,b57513073
u85382321,b55906319
u61248932,b49634533
u67968280,b43536777
u30694667,b59177585
u14216494,b99129837
u83823213,b75521883
u37724552,b81895030
u63954998,b94142630
u13111001,b08595967
u68775500,b42541549
u82844589,b08007955
u51636443,b53035793
u05511771,b13841743
u59700923,b57810416
u02683873,b99725777
u78877040,b63853639
u41578777,b00832360
u50042814,b98442347
u92581872,b24871961
u97142561,b63000420
u34815818,b82528969
u66757504,b09625409
u20428720,b93085427
u80139216,b44553593
u10966542,b58456266
u74313507,b35018560
u49828582,b67376351
u50589359,b91761655
u68139754,b54626348
u18227526,b72857500
u50486477,b95519692
u08929480,b69349039
u05393125,b54551242
u36019037,b09881661
u27305659,b59142001
u76914526,b51752826
u78140370,b61778533
u45959566,b05686842
u23648574,b02307143
u38797678,b00644111
u34090003,b92291722
u06910474,b00592063
u95853703,b08130013
u19819370,b76643459
u70564704,b51752826
u52019524,b63682046
u70980308,b32036465
u33494662,b02614173
u46318061,b63432164
u69609547,b05595429
u28964828,b95519692
u28810476,b51898097
u99182496,b75986872
u13407187,b76413650
u01282940,b58047899
u17859477,b11005516
u42356014,b50362564
u84392386,b10585734
u43700718,b91148045
u36444882,b57810416
u69685757,b48168198
u30778553,b76382031
u73091563,b40575100
u13272008,b41386803
u96664477,b40013458
u95475548,b91278300
u16832436,b47400853
u83514291,b59936388
u17835941,b28467705
u91793446,b64970267
u56918508,b61050050
u55429255,b70886093
u79880289,b51752826
u25400362,b11776680
u51129042,b65610579
u76828111,b60345537
u49932741,b66103404
u21876198,b54588763
u98860678,b99105288
u91079910,b22675743
u01139498,b10976542
u59254952,b01444899
u91902979,b21905595
u76785169,b35238018
u17792552,b80979573
u22296524,b88051189
u72252446,b38198191
u93995003,b88392234
u61862250,b96654614
u07799621,b65519821
u61401045,b47808668
u20213380,b72788347
u02514832,b23455313
u70090610,b69188468
u41798525,b57810416
u38827121,b15264361
u25581465,b59936388
u25910886,b56590143
u32558858,b51004387
u84926885,b93310133
u65968856,b50638619
u64408927,b93523667
u82696007,b32151989
u81828576,b55846875
u11878367,b47790806
u65620111,b65995370
u20639629,b72186649
u24941338,b30573642
u83622364,b01130804
u81962886,b72737363
u21769887,b00805913
u48540797,b15657520
u69871921,b68328019
u82264665,b18313426
u25569577,b93165402
u05519133,b03599098
u94419103,b04851521
u65818503,b98177349
u50596208,b34950833
u87405402,b82922950
u58606981,b81105597
u57652306,b01195756
u82558439,b49009050
u74188250,b94105025
u86700200,b86225011
u72304163,b63115566
u58294604,b56285713
u23537005,b97445540
u91884885,b18281034
u94292897,b11574926
u61294797,b67386589
u67960588,b88190724
u95677812,b61198472
u43708460,b44455793
u18227526,b66345658
u30314444,b37308108
u76127657,b45257379
u80501434,b31519910
u95557022,b92585934
u36891739,b28467705
u88540948,b11110766
u64743252,b85682636
u96043541,b46023908
u79079174,b07856132
u86044438,b45110848
u03810722,b21619698
u04020302,b64156373
u81912264,b53831179
u99740026,b04640860
u23894508,b41385722
u25096154,b11110766
u81729499,b18251692
u10206773,b92585934
u27967059,b56571232
u97478623,b65725842
u74291282,b99103017
u88891639,b31697958
u67643352,b84637646
u04060476,b59574309
u71448065,b15819504
u42998961,b53173905
u64382866,b74298446
u55062718,b13440032
u68913281,b35174659
u24541417,b36047918
u88713306,b84476867
u37220675,b46021925
u71721283,b64065787
u32039507,b92902961
u99050465,b79375555
u63456829,b66345658
u71072726,b23516810
u09004375,b78440512
u71414291,b07605592
u65521646,b82171870
u69074064,b31008431
u45978077,b26624392
u71290109,b67553905
u17174671,b89059128
u17155708,b97468152
u78707135,b69052248
u52972629,b31503895
u45453726,b62894578
u43052945,b06976199
u14121149,b40424295
u85431061,b72787879
u60629406,b06201941
u05208451,b03841380
u18242234,b31519910
u64241687,b86878822
u34674265,b49634533
u21658685,b69655340
u19988096,b34349297
u85414991,b74143663
u47125855,b05833174
u52033809,b34027661
u42063574,b85422910
u71138047,b62063816
u70980308,b17858813
u89020043,b89299885
u59242601,b78101971
u87188153,b45509339
u69744018,b09375075
u03987316,b70781311
u94297479,b51771477
u75046544,b31179206
u90998733,b88795125
u91667290,b59307002
u12492851,b08467318
u25317996,b28910928
u08042749,b61493035
u13904262,b58549702
u98417687,b50729747
u51157620,b20605983
u04294832,b67462195
u24882937,b69034204
u56294345,b26264633
u55093299,b47028120
u46031876,b67757186
u95557022,b01214418
u34223505,b74055787
u03753535,b59836522
u78620492,b44212859
u82418430,b80407575
u92566945,b34840706
u96745788,b51752826
u43686841,b69410093
u55470325,b13451180
u09198090,b58705938
u70595663,b68524016
u40279704,b98367186
u63075482,b25507809
u66130356,b25003154
u53351311,b77338385
u38466208,b08746938
u98522525,b21469637
u01646777,b11871464
u14084671,b68894342
u51407313,b61907860
u98097610,b06547200
u80033066,b44666390
u27386148,b01429035
u84154190,b28684925
u20364469,b89752621
u74141545,b20022732
u49754975,b07635522
u24729095,b76228738
u68536980,b37178837
u37693198,b42189473
u77249745,b06223393
u63497652,b63984620
u41010522,b13339785
u50592780,b43655741
u18910963,b44826207
u98234513,b73482125
u83710146,b56478169
u82857294,b47713348
u53293182,b78940450
u39904741,b11010472
u53687458,b20605983
u46142135,b85422910
u98417687,b39593811
u09185810,b63680282
u62606615,b44821788
u78918770,b41536700
u08778431,b07602805
u35254865,b55940643
u94204936,b52785935
u49513112,b37119687
u37259886,b65810498
u48530506,b35177098
u49339761,b33843611
u75022117,b46174462
u35735377,b36566811
u04294832,b26624392
u67050255,b88210264
u41552780,b70948378
u38545502,b58600737
u77754707,b96042116
u36739145,b83130424
u45809049,b65888554
u19052646,b62445625
u56179038,b20605983
u47626839,b03915428
u43977066,b07490126
u17718032,b95262651
u83150945,b27849262
u77975257,b12715496
u27737548,b23201820
u95975987,b48013657
u79838841,b43446357
u21690992,b20075904
u80739200,b00938263
u74370232,b35987723
u81850505,b34300470
u70113088,b84065776
u78083599,b39307253
u59502839,b39380938
u76345288,b82193136
u27678376,b60244684
u89580378,b21619698
u41432912,b01740517
u92938739,b77335595
u71542679,b94724676
u90544455,b34602192
u85288341,b27535958
u98769977,b45653283
u80853323,b28098532
u42963329,b73880693
u00742361,b29381570
u69029658,b47091059
u11343353,b19062444
u63705451,b02575262
u21305679,b95483876
u31694571,b90124947
u40661528,b17689944
u50759013,b08838697
u30215661,b43536777
u16921275,b05635622
u22296524,b49631335
u71990741,b81393841
u74829598,b98358916
u13029414,b81510305
u14324644,b01044726
u52693498,b10585734
u52199754,b85669891
u38573576,b49058521
u77022877,b51476703
u91507604,b26399001
u46699640,b93309247
u25910886,b41536700
u49886512,b42574427
u39479358,b37829068
u05233424,b96541168
u09473486,b58549702
u06389334,b08941774
u19848283,b53097330
u96608124,b36770094
u14711379,b24044994
u88874501,b82554986
u71567474,b77886052
u02565531,b70126202
u80870893,b13856177
u40821266,b14989889
u30049837,b88692476
u93811874,b43442803
u21827057,b12885486
u12762321,b36047918
u15478662,b20605983
u96539169,b30866344
u52954512,b99980414
u54426579,b08776096
u17754507,b40009044
u93426400,b68524016
u59960754,b61209699
u29095523,b72482310
u38173005,b86252145
u48486568,b85936197
u39140449,b09247255
u78897559,b30463496
u02354791,b87822027
u19645929,b23779585
u61806322,b99322116
u79481088,b01135741
u60960369,b55267867
u06990608,b19914003
u12906586,b78329694
u69074064,b71014685
u20873274,b20280489
u84514410,b58549702
u48626785,b85116341
u05373653,b38663263
u21468213,b63573768
u71411077,b14576726
u66341149,b19216796
u16223463,b96607117
u96869763,b44553593
u59889620,b28906332
u35916580,b66921765
u63493026,b64004185
u27254713,b95127788
u87850243,b66972066
u06041259,b71551674
u28147689,b79579987
u97026108,b18032916
u29957805,b68063109
u85391137,b41736554
u12663493,b49341680
u83742533,b95733157
u45473824,b18580250
u31689922,b71840549
u99577921,b90380486
u02967812,b68406603
u83622364,b16250107
u11549266,b94057368
u92845378,b25641715
u55721784,b10063279
u14296356,b08891219
u28813785,b34602192
u82015804,b89940001
u78210568,b71466677
u61459308,b47350993
u35849937,b21603671
u17058616,b22251874
u85921439,b49127436
u09144285,b69771332
u64952753,b82697757
u62577300,b89112518
u73458594,b56323129
u17943062,b71840549
u93846597,b00938263
u46206278,b45571641
u71321835,b61346260
u55199146,b96174234
u87840368,b19575235
u85124350,b98628451
u75885924,b61315277
u58942345,b31691190
u51048015,b40241740
u71029528,b95989324
u29986969,b49213238
u24514725,b08360828
u51604437,b83616593
u17046297,b50431556
u40279704,b42409019
u56775319,b22888416
u61862250,b29886662
u69871921,b23011989
u54265467,b60580488
u25626949,b78510086
u99085959,b08838697
u77479846,b34602192
u14014660,b32596118
u91966332,b21592873
u83127990,b52300852
u16610380,b48841117
u94944291,b56370528
u28837977,b31008431
u49980020,b79442087
u48626785,b99676843
u61043349,b83704142
u85445332,b46651896
u23081455,b45316174
u24529807,b69001939
u65129943,b05436549
u14707069,b32916553
u07244206,b97839866
u28810476,b71610886
u90739415,b64970267
u81966633,b51487142
u82127064,b33892919
u93425885,b44455793
u92079169,b81875514
u07492037,b18580250
u59555728,b33968198
u16467913,b33089953
u84661443,b27282908
u96296457,b12919968
u15094161,b23347024
u51321760,b31995853
u22886027,b72079391
u55093803,b69655340
u47899221,b06314846
u21512292,b40818094
u25009473,b05734706
u86876721,b85634699
u53858811,b02827809
u60333798,b16885775
u90729376,b52287112
u38797678,b60041710
u61916931,b57887702
u77022877,b96976851
u95013134,b44768257
u35558781,b56416268
u51937206,b60312963
u08498789,b49746042
u94170074,b09734064
u65428054,b49008829
u83183440,b35544933
u87730312,b72788347
u88057350,b77018542
u39426957,b00310513
u38110917,b68536588
u28888396,b37434243
u08063925,b35783658
u46516510,b42161733
u07277173,b99231544
u14491969,b47932264
u00726838,b86467782
u29454387,b75073740
u62605034,b52174951
u68298528,b75000494
u21968844,b77059159
u85840391,b54653281
u51992276,b03821018
u09753993,b62112545
u49707395,b25874561
u74082529,b60204681
u21773871,b85754258
u09546168,b13243112
u09789275,b15234417
u87583897,b62741473
u41582337,b04577756
u94987145,b03188729
u46142135,b07490126
u03435936,b45151106
u21761432,b47081923
u40642614,b58548280
u93961567,b76206881
u01330697,b86467914
u63559033,b85970513
u34815818,b84062981
u93390321,b84674467
u26467601,b54045757
u83563776,b07866342
u57785385,b33968321
u69919107,b95043981
u12268853,b14456610
u05636854,b67486484
u19354255,b11882483
u62955507,b68641435
u54368264,b15118141
u91266417,b36362989
u02497300,b05184403
u56329650,b35786131
u04468794,b37609371
u25554455,b22675743
u63382222,b24275840
u84880683,b76090567
u10723082,b23323548
u84068816,b69126162
u53210613,b86467782
u62134697,b74387053
u16112322,b53256665
u65194788,b68490117
u22293758,b99725777
u05221610,b48269564
u66375183,b60886127
u55918243,b37152966
u54312773,b96421650
u64185320,b94405660
u06720861,b19511087
u49364952,b05020883
u66973748,b37502599
u40754785,b04473784
u52231695,b26886561
u13907570,b59019417
u18131761,b87938043
u45736558,b52043137
u43127268,b38653652
u69777999,b33006947
u68032057,b73561788
u79634960,b79065199
u95961748,b80742104
u37846920,b44724329
u39532892,b08312296
u82844589,b61302711
u23398691,b70600628
u03489654,b55315339
u07740125,b38198191
u82520183,b73733954
u59235765,b06077214
u56636931,b48602303
u23048661,b69034204
u31015241,b24986805
u13074673,b95067473
u19065118,b91910733
u35041650,b42427580
u04016955,b59902049
u64397648,b08229458
u66511409,b55274988
u46318061,b09992427
u66410969,b34558517
u00458331,b96804158
u61792797,b05686842
u06859333,b52355478
u30368175,b08838697
u41695314,b51523352
u49578336,b10474943
u79808472,b08124661
u77046233,b74051095
u15411046,b51559041
u93625731,b96778651
u47007166,b31519910
u34141586,b14053063
u85563134,b26561822
u37622809,b60988019
u18186610,b30726465
u02165955,b02827809
u52929935,b72586417
u40525769,b87769829
u52105900,b86305885
u47036050,b47932264
u75318416,b68626714
u17709355,b68490117
u05545837,b95483876
u51889861,b95563798
u36336986,b47790806
u63559033,b68063109
u45026068,b51476703
u57104083,b66345658
u86255976,b92585934
u81608173,b08838697
u73534048,b40009044
u85812537,b62229843
u01282940,b71487354
u76268408,b39290405
u54875859,b57819267
u02565531,b28910928
u20114947,b70219620
u59344824,b61735409
u52231005,b83539271
u86942164,b58419431
u31073435,b05635622
u17147354,b90749333
u39863493,b40385213
u29595834,b96521177
u50398778,b64130684
u84204969,b84289829
u35193277,b49657011
u96049500,b62927063
u84411953,b23880729
u13174563,b44894440
u32798709,b08247577
u02727862,b64757199
u37306592,b88502287
u05993835,b80017095
u53226578,b27435998
u87182636,b59836522
u57466409,b89620765
