userID,bookID,prediction
u11538900,b07888199
u35173152,b68063109
u96207701,b63925189
u89543860,b45543948
u79902128,b08876271
u78352301,b44252165
u30397726,b57593207
u38580185,b78482058
u77457723,b47104444
u80758123,b42231426
u96424069,b61198472
u87185752,b66345658
u50859154,b80407575
u99856077,b46139196
u21463662,b91045742
u07005206,b81741213
u72742096,b97300133
u38093372,b96656988
u99330344,b99488736
u88618696,b72788347
u87301734,b00922666
u83310353,b89780411
u66927981,b51944772
u00341038,b54625646
u75002886,b54116299
u14878903,b60484272
u38984563,b89920521
u03886575,b41071835
u07496472,b28178141
u67229149,b84677200
u43127268,b54501185
u61591858,b26886561
u54896261,b03915428
u45168204,b35861091
u94402575,b08919634
u97867589,b77297808
u04954205,b25764166
u33206636,b59839746
u08987705,b18263630
u62162589,b66245402
u62357125,b77213103
u84302066,b87903652
u10000374,b66345658
u40952060,b76504829
u69492554,b88240655
u77448482,b65810498
u95532237,b95719823
u39495389,b24044994
u88811243,b85605819
u24541417,b29795443
u55470325,b35786131
u62173078,b88502287
u26407131,b66608448
u05383854,b43655741
u21560629,b15354079
u31638858,b72291563
u79337650,b17689944
u46890280,b80280525
u48969338,b70322971
u58253754,b55678824
u28290874,b24970833
u75828625,b44738326
u86793835,b93679204
u41363183,b40469846
u72541323,b48729675
u57466409,b13856177
u47027025,b21675182
u12768378,b53383978
u27399464,b08709281
u45530204,b06953846
u64183291,b26793811
u43785985,b23399053
u02990826,b91206413
u00000922,b62830361
u89652364,b05288241
u13019632,b63522616
u04128541,b65908709
u50862952,b04070530
u99821808,b57887702
u59514181,b96365792
u53293182,b03323512
u30269865,b28807179
u04909710,b46594220
u55823282,b46489774
u92337109,b32937699
u14609099,b68524016
u68590993,b30968095
u37622809,b73095338
u92732751,b81741213
u10868588,b39473828
u31638858,b62823805
u95219830,b69715619
u54182571,b34032936
u28824785,b67757186
u96615294,b14918765
u36747861,b94453353
u89423647,b84123918
u20360578,b44553593
u64539972,b17416253
u50447358,b19115984
u69439195,b90951098
u00788007,b84827916
u55012303,b73753781
u64810834,b05722405
u86200688,b06008425
u69981136,b59361207
u08043583,b88074029
u65701158,b52695543
u94512305,b80332084
u72578193,b43077175
u67437474,b71610886
u39201446,b92445068
u10640880,b87077605
u14747126,b60152491
u00322995,b10063279
u30161744,b50399302
u38309590,b06186221
u86557565,b06193959
u44468463,b02937995
u94954244,b33892919
u48537633,b97835600
u02941492,b63587560
u05925393,b87524249
u54200197,b68476558
u65597566,b19884174
u81962886,b22978099
u18963457,b14772163
u60437211,b15974203
u23050787,b85569664
u02973799,b19357477
u40268245,b15269158
u45148052,b33229445
u50626950,b62766031
u39475127,b96422576
u80141190,b89112518
u99998712,b04407921
u35041650,b74079024
u30574502,b45146512
u04801755,b63777688
u93532702,b26947765
u97017582,b13181326
u02380173,b20019913
u94491345,b11225717
u98102200,b34674687
u80427411,b58486628
u16933125,b00201609
u79509757,b33506410
u76091189,b11764474
u49869484,b77398190
u22820641,b57810416
u72533772,b68406603
u33602658,b46680866
u09753993,b37133698
u92714198,b26608797
u47204657,b64577913
u56807927,b01373140
u15258666,b44960473
u94253644,b39622751
u35123833,b21479074
u76491094,b61778533
u74981204,b15263391
u18470708,b70126202
u40892946,b87855346
u11204597,b87224232
u37565716,b22881848
u79854503,b89112518
u09626421,b95144401
u93848598,b41071671
u07803017,b80742104
u61888606,b38198191
u18368075,b42561901
u21521570,b30815751
u36261381,b08130013
u27902486,b65930385
u07799621,b97095234
u73990180,b01044726
u61409380,b38782054
u80623384,b17208305
u38840927,b33257343
u44351432,b08746938
u60916020,b32644339
u50856683,b52300694
u56006870,b36362989
u67308521,b78092666
u00941463,b95483876
u22996580,b34602192
u10623055,b25904052
u28197476,b96804158
u16503562,b32596118
u73303983,b46139196
u98487738,b47698636
u31182003,b68856469
u56156918,b41910440
u20702910,b11195772
u35161051,b14456610
u50537268,b68524016
u94115763,b14854932
u08606513,b53960255
u20126473,b64785607
u64446393,b33997929
u57837766,b75299058
u01600406,b19575235
u34418924,b06382018
u26122297,b26593480
u79628919,b93723508
u52938535,b98401938
u78196485,b30982481
u78096367,b21115083
u46432941,b60886127
u33819512,b55825360
u03903934,b10577741
u35925738,b71041844
u63381255,b44552320
u81865856,b54508300
u56038112,b75846997
u51926222,b42946232
u64003657,b56326590
u85729793,b44552320
u87809006,b91985278
u20669425,b52300694
u23007766,b11225717
u04376408,b05502136
u60507063,b33968198
u55948436,b56008757
u27250568,b36198313
u36441978,b23756503
u44512799,b10236366
u68200287,b11698298
u13665263,b61198472
u93458728,b63517232
u06214197,b75846997
u96107151,b25350833
u70765101,b72274859
u41639118,b68476558
u96523071,b59777098
u39587807,b94908556
u62141414,b63517232
u84889314,b12263396
u60845345,b39364863
u34600882,b26264633
u51361523,b60464315
u07799621,b15065289
u05748716,b11195772
u84286472,b62445625
u62895005,b43077175
u66333468,b53383978
u25045104,b57513073
u58832850,b43309984
u07580803,b62029063
u65701010,b66345658
u99062528,b38949777
u43464488,b73549756
u10556813,b93163170
u87840368,b63227558
u88596773,b28233100
u22942851,b66709853
u65613801,b31893168
u10100055,b63724330
u99574630,b63962796
u44856436,b88954782
u80547032,b21955595
u91015351,b37415297
u65633628,b84157934
u58956812,b14456610
u05228426,b37975820
u05872755,b39549715
u93025369,b67243033
u83071690,b45543948
u52179076,b76796954
u54141904,b97839866
u23541854,b49631335
u18503877,b06573567
u24643978,b71930604
u91741572,b24044994
u47618872,b27611497
u99719951,b26793811
u02572687,b76504829
u86515545,b98113891
u61049824,b87224232
u41759829,b68524016
u93097216,b98204089
u36974185,b61269132
u94504824,b26010783
u18953207,b62274274
u06307188,b11195772
u04479421,b34602192
u04396630,b06547200
u20891757,b70237949
u55592017,b55940643
u63725460,b94908556
u01332406,b07339336
u02290613,b21575434
u13896085,b91148045
u32413144,b71097869
u18764298,b65162091
u31892336,b56889686
u47645671,b35786131
u75663545,b61287460
u98466355,b06976199
u62701622,b35593837
u16742079,b52888635
u15520762,b17025078
u18764298,b11195772
u78210568,b33245119
u56542537,b59597806
u84058862,b14590389
u34555789,b34300470
u10405322,b95483876
u07543061,b60988019
u64234912,b55940643
u41120641,b51173598
u76639384,b75370376
u62981846,b99668126
u15619510,b87524249
u68536980,b89740973
u80403584,b01044726
u44943851,b65864144
u38629531,b78495999
u87511712,b17512492
u20364469,b58022695
u62358840,b97171513
u47282176,b70827503
u08700294,b68514944
u22377605,b95963013
u69699010,b88074029
u05708411,b46479052
u79734794,b60340914
u79879699,b72657544
u51917244,b40172367
u06164953,b87855346
u29223805,b73744307
u58723769,b72403559
u95412182,b01373140
u21196933,b19591103
u83776959,b11312993
u17738764,b97250533
u86388229,b32600909
u68062317,b64909655
u06260341,b28525537
u96745788,b59721260
u53646487,b82677507
u15673514,b65810498
u47304675,b66851465
u58989122,b68416558
u18847115,b19263540
u72734425,b61907860
u18665663,b82070080
u25274414,b13856177
u13967734,b44826207
u31754412,b15657520
u20105306,b61198472
u18360310,b40828903
u84946892,b05436549
u99072969,b84090080
u25605904,b93132012
u42342845,b81101435
u42942924,b25799441
u84063387,b56590143
u93409911,b35861091
u66402999,b54396135
u75970533,b95534698
u09224152,b99813835
u90976678,b29004249
u65105000,b82070080
u13393897,b18979482
u67672151,b27008357
u74691979,b07255702
u90505061,b53960255
u08042749,b36362989
u75705825,b87855346
u35554286,b51752826
u18657507,b79276141
u37190964,b17639093
u22263963,b04133991
u58731082,b01740517
u60475251,b80407575
u86154522,b00731122
u69978149,b05288241
u67331271,b05209726
u19905862,b69001939
u73578672,b16068282
u43331342,b49242556
u64882891,b96804158
u65029157,b85936197
u75468244,b40424295
u59806716,b52690052
u87138024,b24275840
u95296488,b64198549
u29613603,b57810416
u34376742,b46074550
u19989724,b11225717
u65281748,b31208511
u78977734,b57800284
u60205043,b79343645
u46710318,b95193288
u05168832,b21740079
u86144003,b20687447
u58070709,b08317258
u99075331,b10912374
u21324585,b12662265
u94858384,b15480437
u71947536,b67707858
u12507806,b01497094
u83490126,b33506410
u80434477,b52287112
u29015875,b01044726
u13700291,b36960648
u97530948,b50051268
u28147689,b89780411
u72973652,b11225717
u72329197,b85422910
u96921183,b99688119
u22772856,b79191233
u52394662,b33997929
u47742452,b68514944
u83787005,b61364836
u63583161,b78092666
u65550195,b47350993
u78600941,b34067919
u59829034,b62815615
u61330638,b35786131
u54854679,b80205398
u70748636,b44028576
u65274695,b22704509
u56013581,b15684355
u40549036,b47781866
u05644932,b56889686
u40887542,b76388300
u14714985,b93099714
u80035084,b22578079
u33927024,b53054982
u15065868,b90951098
u55937417,b81545339
u13481456,b48664100
u46474311,b88180168
u21667407,b29004249
u10286002,b44146138
u09626421,b45058967
u86263072,b08706450
u69757810,b94492946
u61330638,b51752826
u67965970,b00611104
u90440197,b20079491
u35734025,b76207735
u48928232,b14456610
u28089913,b72749048
u41431746,b52324949
u01090390,b78510086
u38956193,b84751960
u43239565,b08888303
u49466558,b43923033
u43795221,b49634533
u35388257,b08888303
u71085522,b81206517
u76748928,b59177585
u68127023,b84584185
u67487993,b00412997
u96296457,b76530620
u29407651,b29795443
u86236157,b54653281
u74188017,b01018248
u06687013,b36154589
u32252779,b11225717
u79712226,b32618030
u03359493,b57810416
u16699801,b74211466
u75505599,b13034223
u15744326,b00789855
u54276831,b09881661
u79112475,b52924309
u20948601,b76504829
u59193858,b24044994
u04004721,b22251874
u89765524,b87897127
u49848887,b73753781
u15266249,b33506410
u46469420,b34602192
u51957687,b93749647
u20754736,b26985634
u38328803,b33968198
u94634074,b35018560
u57337695,b99189443
u14567506,b08736035
u36274748,b75299058
u54511332,b33229445
u12557778,b27008357
u65170985,b52386581
u58085476,b54625646
u98026715,b02609732
u85120041,b96976851
u79075952,b68235493
u02238152,b15308974
u83134266,b17025078
u13168039,b66635180
u75885924,b69068154
u48879311,b89618666
u03179686,b88280673
u07301042,b02827809
u10696938,b97822097
u57237752,b32109454
u40642614,b73603340
u34715987,b76247916
u51527693,b51416416
u77677013,b33454247
u54319897,b17927673
u98148124,b56210260
u81501756,b68705119
u57779240,b70322971
u77144879,b79407777
u88690806,b99427179
u64669507,b58549702
u69601530,b46148034
u03976515,b36057599
u11294276,b76388300
u05348759,b62806487
u07992247,b31071866
u39961243,b80205398
u02209597,b70036123
u34453732,b05896252
u06090896,b43418609
u37325668,b54625646
u70142421,b91295615
u96574755,b06717577
u18877274,b14590389
u90454387,b73753781
u87600381,b16142257
u93536119,b32561157
u81425744,b51523352
u75974692,b48483835
u56652772,b51098966
u23254732,b10585734
u37040121,b06547200
u42169450,b52355478
u11620327,b68476558
u86087698,b09847196
u31642780,b57513073
u35923242,b58549702
u17371751,b17025078
u84379029,b77297808
u05644932,b20992264
u63057293,b89920521
u80400155,b16299278
u75437247,b23350224
u16089977,b05184403
u27615889,b83596657
u15914933,b47439565
u79063784,b70322971
u76983546,b96804070
u62230167,b05554007
u01195146,b05944226
u14504187,b89426615
u95496888,b09812274
u38803385,b96010360
u12857550,b59649550
u45473824,b67896624
u72308603,b24711277
u63727027,b74051095
u85744421,b94866564
u73668887,b40259657
u90679815,b81510305
u29209128,b51944772
u56802650,b63727602
u37425280,b64198549
u93099892,b02949899
u82284377,b71097869
u44212210,b80617056
u87734796,b65610579
u19634056,b47091059
u57725412,b26947765
u94598814,b44316803
u29441075,b70322971
u90558306,b87065906
u23700148,b87843774
u20980806,b03574660
u95961408,b26078858
u42352774,b21086057
u99213998,b40172367
u86498933,b32302616
u93953783,b57810416
u59610506,b56314680
u30151676,b50539803
u57539766,b59902049
u83678902,b96394971
u26758379,b42231426
u02805881,b80205398
u64717863,b28098532
u22287653,b76413650
u06784288,b54116299
u71864914,b97973291
u90662991,b12410434
u69849414,b01806203
u84821643,b35367251
u27203266,b08247577
u87652187,b45571641
u37505877,b52924309
u79840573,b05199947
u60651845,b28589919
u86579013,b30450446
u68543516,b44553593
u27128389,b26793811
u39949641,b24970833
u58339279,b49634533
u53389933,b02161222
u28758921,b77297808
u19467985,b65671719
u51539431,b13840585
u69207455,b30260877
u21539407,b84157934
u26598386,b73219887
u50776599,b11841234
u90819214,b28404351
u42381078,b11782145
u15161638,b76116518
u20505931,b80407575
u05536056,b78666309
u36991092,b02307143
u14649956,b60266004
u82906449,b62766031
u69486721,b47104444
u01715750,b57887702
u67772642,b36362989
u70687646,b53303568
u61491247,b86686582
u53727466,b82180436
u63879581,b92856381
u24016652,b11764474
u35219209,b84827916
u42891355,b70322971
u69762409,b71840549
u90836013,b39290405
u94708191,b29655227
u59176777,b31821168
u40500244,b03873014
u25738529,b07730331
u80110999,b38949777
u04460349,b01028561
u04864498,b81819625
u43624159,b25639300
u68195975,b47790806
u26923206,b07729276
u53504101,b62288804
u53467831,b44553593
u41451342,b10084799
u79368348,b30451329
u29509452,b85897452
u21834944,b38935847
u80010137,b44666390
u48094394,b93074227
u65538320,b39775044
u00584110,b27414133
u42634168,b46783231
u36302789,b38198191
u46765113,b69798435
u77150822,b10585734
u21205187,b46783231
u44287192,b05818170
u70553187,b98401938
u45592272,b24044994
u23926928,b43244973
u81850505,b13856177
u17555767,b33892919
u47020414,b67467715
u85677323,b74323020
u88658644,b03963572
u39586194,b68063109
u59986764,b49401369
u33931247,b17416253
u61885313,b98451971
u69689758,b34067919
u15520762,b65610579
u13926075,b09234115
u78664031,b07635522
u68418081,b43993338
u21001343,b32302616
u65433184,b59321156
u39587536,b84226882
u45877613,b99331031
u62981846,b07976806
u26175378,b54333227
u01214094,b84234356
u95828667,b24275840
u37970274,b21500939
u12989128,b00922666
u08656034,b17025078
u60437211,b54142059
u97442728,b47698636
u32627201,b53868383
u22115835,b35860389
u43903427,b31893168
u26611324,b51483499
u32582893,b03915428
u29509452,b94938223
u65579493,b61311299
u80159296,b08736035
u46752695,b32694596
u03352627,b88343573
u27350045,b24970833
u83299639,b17512492
u50527796,b55569292
u65909708,b33454247
u82574472,b71795419
u92337109,b06682421
u16403750,b84584185
u32872703,b86305885
u54447650,b40950330
u41281394,b44753760
u63657249,b83594308
u92862996,b76901819
u93267394,b63587560
u89449843,b92861230
u96603907,b60886127
u01722283,b69305315
u73084631,b34863275
u69777999,b93074227
u62359743,b58047899
u08000106,b97002272
u64251020,b52695543
u32913036,b80617056
u07703179,b03915428
u67639664,b65810498
u90895674,b08403638
u00876365,b54625646
u78004756,b81558433
u76989080,b75771254
u28414771,b16299278
u78384693,b59142001
u89418061,b87459853
u57215809,b22347248
u51362198,b17858813
u88808779,b66501345
u22987650,b96804158
u93736542,b59839746
u64460250,b11574926
u77702828,b15682689
u80761130,b83821584
u54958361,b23915959
u01417341,b55706926
u31715440,b81163980
u57177825,b48518680
u81687656,b14456610
u84225520,b73137861
u87675260,b17512492
u04733389,b66345658
u47742452,b28404351
u66140187,b69571703
u80838457,b34300821
u25629954,b44553593
u12703863,b77297808
u17015788,b00611104
u66121912,b11445284
u70703007,b65671719
u89596519,b22881848
u46432505,b84584185
u94826175,b41798062
u63531514,b02937995
u38573576,b38663263
u01230256,b02558366
u61883208,b68524016
u81239638,b20365388
u60486172,b09869958
u09841494,b78387229
u96921183,b66438136
u12167788,b89112518
u81966633,b89828013
u36667400,b36662051
u35542421,b38198191
u83885408,b58549702
u99420333,b87997877
u09843993,b78697155
u16862476,b36662051
u97445768,b03551379
u73347234,b70126202
u46103113,b02558366
u33324379,b52695543
u39758673,b33968198
u53204625,b48963706
u61651262,b19062444
u28275178,b46066438
u58992244,b07023126
u15558033,b11195772
u73326993,b97564684
u67299271,b87065906
u35421132,b14148628
u70225629,b96888466
u37592880,b71840549
u34409531,b37114775
u51254492,b82373488
u33981390,b38865246
u44060779,b22251874
u93987248,b62823805
u01025212,b40414705
u65358540,b54643661
u63053190,b49528341
u87892884,b07490126
u56492209,b03563512
u84068816,b28791012
u12661635,b82984964
u84791333,b01044726
u07611680,b91328903
u38520020,b23777223
u40350376,b44455793
u42638300,b64130684
u64791017,b49528341
u71029528,b69777004
u72948612,b80205398
u37533099,b66345658
u01409006,b85970513
u77286427,b88467138
u42354707,b24376185
u17058616,b65418363
u94673930,b28906332
u23939769,b53195491
u72514348,b16068282
u25053524,b54625646
u16013613,b31384881
u78854787,b52865202
u03273888,b57281575
u43415379,b83382811
u24388977,b86615190
u70570968,b81343560
u47454087,b67467715
u93420147,b21876884
u53589297,b81741213
u27936316,b80742104
u46495971,b71930604
u59164722,b21603671
u24982025,b33892919
u88574941,b41921685
u15456245,b66345658
u12750671,b30589103
u08329211,b89920521
u88028193,b09892895
u23609940,b34863275
u60259155,b87778693
u45679375,b95862755
u61237160,b26264633
u88245750,b01444899
u40410115,b33968198
u76620429,b82180436
u55763471,b27263811
u12201640,b85157321
u62833027,b61337728
u06644391,b93523667
u20031288,b33435981
u36462148,b04851521
u53678351,b13856177
u83748656,b96804158
u78817173,b66651817
u62563893,b76558852
u96661443,b02957843
u95452360,b40950330
u60838422,b68063109
u26568976,b35987723
u42557333,b68524016
u74830315,b68168001
u52039005,b27943112
u87994153,b07269332
u82650414,b21271059
u34217928,b00201609
u44523002,b20293803
u33623894,b66651817
u15351491,b38237090
u80127192,b89780411
u61460284,b73137861
u61591858,b31818443
u30962495,b52785935
u68894767,b80205398
u07723549,b95483876
u47909328,b76004258
u60220316,b66651817
u59529874,b42417554
u74450406,b09842567
u33343234,b12756947
u27189477,b08838697
u79620315,b39364863
u20038265,b64422042
u18625532,b87855346
u03286751,b84157934
u45829950,b35914443
u22456900,b73455509
u07922886,b18241913
u42475731,b53529617
u28837977,b11225717
u45481354,b25072617
u50619591,b35786131
u43514132,b25201893
u19030749,b44928695
u78480593,b59839746
u03190526,b45882851
u04135683,b05686877
u71557584,b28525537
u35729512,b56787567
u35065708,b12750636
u27704298,b97047410
u55726690,b01460273
u64921165,b44476257
u43173900,b11929786
u55476873,b23314824
u09565513,b93557041
u41685342,b44782333
u73919340,b16262063
u09283946,b16880710
u08606513,b05199947
u86011847,b72355568
u65629173,b10600049
u89185643,b59321156
u42125829,b43244973
u54809779,b52785935
u35466550,b71466677
u95068917,b13840585
u64957183,b84766214
u88798121,b30354244
u35654499,b73801617
u13337953,b70730831
u86687704,b06547200
u04219568,b54643661
u41601727,b92602460
u31226535,b49867762
u86869249,b46680866
u43397143,b66871833
u10556813,b02614173
u39239629,b51752826
u57811658,b82171870
u85785110,b59958998
u00254188,b58807152
u91965221,b17885469
u84953606,b24711277
u34726082,b59477148
u61093848,b17025078
u47893517,b12138527
u17263803,b68524016
u78156780,b58047899
u97349389,b76504829
u57645348,b45781742
u80758123,b06682421
u91002107,b05595429
u63939588,b11683637
u96843638,b70111582
u83006016,b12662265
u10146741,b32029932
u43882975,b14590389
u97496829,b40160658
u01545029,b87855346
u27911252,b69804870
u47877739,b52452124
u70759364,b54142059
u31327413,b80407575
u57466409,b15086785
u08381276,b50051606
u00272670,b11764474
u72709908,b59839746
u82046712,b49564851
u51677933,b15118141
u95104145,b68406603
u77100112,b74055787
u55071965,b28532200
u98893115,b88392234
u85525349,b10397006
u45613259,b64671508
u62212048,b51371347
u63597145,b54643661
u98244550,b11764474
u79864483,b81487364
u41599741,b81692195
u48257507,b45146512
u82762926,b30815751
u51784237,b05184403
u93828119,b89920521
u35242754,b72274859
u56515689,b97375311
u16431395,b05020883
u84616739,b50753672
u72532196,b20365388
u65645001,b06511909
u74931773,b32542908
u31912559,b77335595
u95997678,b52690052
u42789009,b04851521
u58752285,b84476867
u23635277,b24970833
u41582337,b50233694
u89042928,b26673193
u85309297,b71964268
u52599700,b34674687
u23822717,b73131674
u43972893,b70771193
u44514129,b57887702
u48925599,b80742928
u90352185,b10955523
u85200755,b18364750
u03641838,b23475455
u63714737,b91442591
u94148836,b34602192
u21369306,b39490905
u20019115,b31483205
u35278279,b35593837
u08191152,b05184403
u25172698,b49634533
u10561163,b76531302
u74796774,b06077214
u40895335,b84476867
u14239540,b71840549
u48652241,b52157081
u46215965,b59836522
u29180925,b37133698
u93314859,b94254026
u60102205,b50535401
u94156555,b83594308
u26029878,b12662265
u10375613,b83382811
u56306275,b31821168
u44368623,b68476558
u01139498,b99142405
u96818772,b07635522
u45451655,b01740517
u81137627,b12295380
u22866391,b22953671
u83500054,b64909655
u85111913,b48729675
u63492233,b10602040
u05423762,b90249613
u38815305,b46148034
u55880728,b66345658
u10339120,b89740973
u49894167,b35786131
u94803009,b61676469
u16629198,b24832848
u88512029,b88954782
u61885313,b06258462
u84312766,b48929506
u10811505,b05184403
u62649574,b96241582
u74633744,b01960715
u39914321,b03873014
u14029501,b50390352
u91353055,b17380978
u70886373,b47439565
u30838302,b87855346
u22339227,b65810498
u67147225,b87843774
u05765180,b97128202
u60697719,b92602460
u79108449,b10236366
u42489802,b57396106
u75570538,b32788771
u06569332,b67596432
u80144909,b73852515
u60261037,b12631791
u93901479,b43923033
u16285879,b84493391
u42169450,b31224967
u52310008,b94930284
u69695711,b10577741
u75670677,b07730579
u03561222,b05209726
u77984789,b35429671
u40268245,b80150316
u35464127,b51080606
u59385834,b62823805
u98975515,b58546243
u44028085,b48670437
u97664840,b93239672
u38384777,b51944772
u58233420,b40469846
u37507385,b31818443
u58335838,b89147740
u62694149,b59103830
u73781286,b08312296
u34306249,b00592063
u65379085,b21603671
u70142421,b24970833
u47134613,b59959672
u80870893,b26264633
u94248401,b43187146
u97550596,b73753781
u37270183,b30260877
u26320739,b24203334
u44630281,b49737203
u60333798,b17526792
u15154217,b44553593
u17701209,b56597820
u18226041,b57887702
u79218821,b06547200
u77520975,b18662500
u42891355,b04451439
u21787024,b55283002
u82936726,b65888554
u40929646,b31119861
u47172012,b30397578
u68564098,b07971314
u84649066,b38949777
u78168779,b94142630
u72329361,b01624394
u45214729,b51752826
u83522020,b77297808
u66326610,b53054982
u00235370,b77338385
u63451112,b74212583
u90744342,b90715484
u35933102,b45781742
u92054560,b28002121
u72956556,b47107147
u56053021,b16867662
u37848635,b72274859
u48193993,b24711277
u66870024,b09339603
u93789684,b26793811
u52011700,b68063109
u93571197,b20059257
u58433893,b69188468
u83082827,b28404351
u90792764,b82677507
u73808609,b61778533
u80760126,b38012511
u05786996,b23323548
u81216258,b41615926
u70090610,b34586796
u05127075,b41389872
u93383212,b43457998
u92346128,b69655340
u33911545,b01444899
u17607857,b78747177
u88885895,b50820824
u88587019,b46415700
u41698235,b79146811
u72779512,b99200266
u51182153,b29355434
u16754969,b36261396
u45987713,b51371347
u11110448,b87557415
u76268408,b84979363
u83804242,b41357381
u13178531,b29795443
u55092064,b41062119
u36977754,b80617056
u67303499,b97389483
u10723082,b64970267
u74387229,b70827503
u18816065,b72956733
u03653442,b37055556
u31924324,b78189229
u33111070,b61907860
u03154024,b11225717
u90928339,b92360896
u42001729,b70658762
u85445332,b20749029
u64104985,b65279129
u05788761,b84076842
u46351761,b71406963
u46530351,b82070080
u96646348,b88155649
u37817563,b60017740
u79333896,b53831179
u92381593,b96804158
u29362089,b46125051
u26338041,b07023126
u34890371,b49250112
u82441827,b12882704
u89268916,b87901324
u78965414,b20605983
u96708861,b03574660
u43759422,b77812312
u59550097,b31893168
u25861296,b59010163
u63820265,b11618942
u92896843,b87264890
u28451582,b94453353
u82389816,b59019417
u51561615,b34602192
u58458021,b67376351
u31855125,b05288241
u22366357,b21469637
u30053053,b69663712
u00889598,b64970267
u74633718,b69410093
u59242601,b44474740
u42989132,b07990456
u10284669,b85157321
u33662048,b66345658
u35595292,b23350224
u50754982,b51752826
u38771155,b89753615
u42268906,b08919634
u73625579,b71589871
u33981390,b72022418
u05371887,b33506410
u68953699,b91310197
u59433638,b74996734
u45033856,b61231141
u77545007,b76794916
u45893749,b65288170
u02805881,b66345658
u20690768,b60336915
u29427969,b18281034
u16066631,b70322971
u25158716,b49336528
u47879508,b23900053
u37596472,b33022250
u88562871,b06452987
u79516143,b60702211
u15559518,b64144269
u68953699,b54625646
u59198993,b28906332
u14705671,b17858813
u91493671,b86047619
u33370532,b51476703
u15037466,b69919248
u22297876,b96493182
u38335071,b25756257
u69212139,b07909003
u85192733,b46148034
u97664388,b10269870
u70871702,b29202698
u63587047,b51752826
u27602152,b87477874
u03941711,b33968198
u22887563,b38458067
u45623793,b46489774
u77027279,b60045017
u76193324,b60266004
u57897186,b76469367
u76790858,b21878310
u58806501,b22347248
u28537683,b70827503
u10523257,b03120191
u75705825,b03963892
u19060873,b84677200
u62610561,b76116518
u58687533,b74818694
u52215935,b79286497
u36541432,b08994242
u22433877,b33892919
u86959537,b03323512
u52670868,b08260266
u94278446,b10955523
u84033938,b76504829
u35153929,b06547200
u82216445,b67619842
u60507063,b91310197
u74470081,b02558366
u86092264,b91045742
u95014677,b84751960
u24590928,b13181326
u43464065,b63692833
u23259750,b98146198
u38145918,b12885486
u78951668,b09869958
u12317737,b31179206
u79864907,b17512492
u96493544,b66651817
u69871921,b21878310
u27447532,b75521883
u45336568,b33877827
u24777974,b70679569
u89967738,b33892919
u61476880,b17025078
u68418179,b95483876
u04061332,b80280525
u29380759,b61396519
u84090239,b71960148
u30657319,b87524249
u70017850,b33454247
u55770463,b87731337
u22001415,b95963013
u17058010,b74600625
u09368873,b50425260
u20232388,b57884328
u69651830,b14954598
u29105273,b49168666
u12530768,b49019055
u47745379,b15085248
u00626667,b66552367
u37799799,b65283344
u94092265,b42127194
u22943662,b60477969
u78504726,b24385630
u06777535,b54142059
u09847204,b18004867
u59963965,b59836522
u38303949,b29795443
u46256176,b50270143
u57520145,b80742104
u25944435,b27611497
u03844937,b87861995
u74513406,b35018560
u82264665,b31893168
u57773281,b63235259
u65151049,b48555309
u27799731,b42715705
u13315416,b39775044
u41385156,b29366486
u84326806,b07490126
u03915805,b33692719
u42421595,b26264633
u72411566,b18004867
u88260128,b41910440
u60884084,b21905595
u77698354,b48660225
u38011035,b06068658
u25611340,b80617056
u84326991,b17526792
u28895341,b45146512
u80761130,b47698636
u10896105,b47091059
u04049141,b06380378
u47485642,b27008357
u59963965,b95483876
u73947912,b65810498
u20868930,b26645495
u03290948,b84226882
u75823433,b45543948
u33543983,b91270938
u72400186,b57275660
u60958086,b30542562
u71200757,b14784753
u14282388,b76359728
u54044768,b44771369
u36939487,b78336376
u94826175,b12882704
u74923211,b40232751
u18864915,b54058501
u86009479,b16787918
u15520511,b27008357
u77573478,b28444233
u27476294,b31119861
u52901593,b50051606
u70171509,b72857500
u03589427,b28910928
u64220541,b42466422
u60728807,b08876271
u00741298,b50729747
u82693327,b79864611
u24527959,b28807456
u92862996,b21603671
u91113463,b09881661
u83841352,b27008357
u46959340,b82677507
u08793658,b67053356
u22841665,b88343573
u30898102,b66508314
u25920997,b50391219
u35011829,b86878822
u49776274,b80206961
u97507826,b78387229
u15995319,b43077175
u51034319,b71707556
u28754643,b04486813
u22137811,b82399374
u20299664,b84476867
u63312993,b78866947
u42816052,b16216675
u19819370,b74300674
u26985835,b10912374
u45225765,b73491373
u72905843,b55267867
u77100112,b77620919
u76790858,b05184403
u50361552,b42038017
u06110127,b64307052
u51033420,b63496238
u75236863,b20605983
u04371141,b82847124
u29315299,b60152491
u83650819,b60908699
u36974183,b13034223
u08287537,b40704644
u92009349,b13181326
u44131951,b50020691
u29649485,b33968198
u28797299,b59839746
u50968512,b79727330
u28261277,b07269332
u72852458,b06682421
u82867821,b79276141
u34416919,b19197040
u40031019,b79524584
u17092007,b58807152
u84995715,b53908919
u63015393,b91113888
u75233258,b87855346
u09521466,b21955595
u85830791,b32318749
u17868642,b25022339
u99422229,b19914003
u71851422,b80129739
u91687251,b71406963
u67382437,b54818899
u86433848,b90200737
u72265207,b40244517
u44515057,b51416416
u07235527,b66345658
u31232288,b14827150
u62605034,b58549702
u78356411,b89739164
u21369306,b97653153
u67272133,b49765034
u31851310,b57435748
u67656812,b33506410
